CustomerID,RecencyDays,Frequency,Monetary
13560,7,1,174.37
13561,215,11,1820.72
13562,81,8,4838.18
13563,84,2,777.53
13564,144,54,17249.55
13565,19,3,414.8
13566,40,5,1708.12
13567,428,5,1083.69
13568,173,1,192.85
13569,17,4,893.78
13570,243,1,239.49
13571,12,26,4546.54
13572,205,1,1384.25
13573,50,6,916.47
13574,411,1,421.25
13575,23,5,732.07
13576,10,32,11551.74
13577,25,14,3489.28
13578,409,1,147.66
13579,14,6,1539.04
13580,406,1,107.75
13581,309,2,280.53
13582,389,2,241.68
13583,155,2,1445.03
13584,306,5,392.45
13585,530,4,684.54
13586,541,1,131.53
13587,31,6,1673.5
13588,15,13,2478.95
13589,14,6,1120.74
13590,11,21,6349.59
13591,64,8,2093.94
13592,35,4,247.96
13593,108,16,5523.69
13594,52,3,533.32
13595,516,3,818.22
13596,5,2,697.04
13597,388,3,396.71
13598,47,6,789.59
13599,1,52,10167.63
13600,312,2,518.42
13601,45,4,1185.14
13602,64,4,1025.17
13603,26,1,164.34
13604,652,2,717.62
13605,387,2,522.67
13606,29,3,280.54
13607,40,3,1078.31
13608,540,1,236.2
13609,593,1,167.35
13610,12,17,2175.88
13611,89,14,3319.53
13612,518,2,818.29
13613,452,5,1039.85
13614,24,6,2359.19
13615,312,12,6272.53
13616,568,2,288.1
13617,40,9,1278.75
13618,173,1,177.34
13619,544,2,231.69
13620,528,1,112.34
13621,116,1,213.85
13622,688,2,658.95
13623,30,15,2566.49
13624,381,2,462.08
13625,596,1,301.26
13626,252,3,707.04
13627,59,10,2245.9
13628,676,1,310.14
13629,23,19,13370.86
13630,5,11,2031.78
13631,99,12,3070.42
13632,24,10,3648.15
13633,603,1,0.0
13634,33,17,5073.47
13635,67,6,2999.16
13636,36,6,949.12
13637,52,3,810.5
13638,15,1,122.64
13639,74,2,1346.27
13640,611,1,405.0
13641,640,7,1016.47
13642,215,5,514.72
13643,31,15,2156.77
13644,8,5,2624.26
13645,120,1,252.1
13646,399,3,326.25
13647,9,9,3071.68
13648,400,11,1764.02
13649,256,6,1678.88
13650,16,16,3288.0
13651,35,4,226.85
13652,45,5,2570.85
13653,487,1,152.2
13654,43,11,6308.0
13655,114,8,2280.51
13656,164,7,1078.85
13657,10,2,382.14
13658,9,13,6025.5
13659,197,17,4894.88
13660,395,2,314.59
13661,603,1,325.24
13662,85,17,2250.11
13663,179,6,2047.51
13664,682,1,0.0
13665,386,3,1711.66
13666,60,5,127.9
13667,149,1,305.02
13668,2,47,13089.94
13669,50,3,413.55
13670,75,1,349.7
13671,394,1,194.95
13672,301,7,419.92
13673,18,2,396.92
13674,429,2,240.68
13675,151,2,486.82
13676,539,3,243.9
13677,404,2,556.19
13678,151,1,232.6
13679,493,3,281.26
13680,1,13,11435.67
13681,17,4,827.83
13682,187,1,59.5
13683,457,1,258.6
13684,285,6,596.98
13685,2,7,3119.44
13686,182,3,409.04
13687,438,1,11880.84
13688,635,1,375.5
13689,63,2,1259.5
13690,59,1,172.25
13691,396,1,212.78
13692,24,8,3114.4
13693,325,13,2011.82
13694,3,164,196482.81
13695,31,16,2770.73
13696,421,4,2020.4
13697,38,1,151.3
13698,596,2,465.53
13699,155,3,764.15
13700,26,14,2613.46
13701,437,2,161.0
13702,445,1,135.18
13703,318,3,425.56
13704,5,10,2308.06
13705,7,7,2035.33
13706,302,2,631.17
13707,267,5,3365.86
13708,271,1,296.88
13709,3,22,7591.75
13710,31,3,509.52
13711,218,15,1792.26
13712,246,2,766.42
13713,408,3,743.26
13714,465,1,161.35
13715,281,21,8483.29
13716,269,1,138.28
13717,32,11,1763.3
13718,246,2,306.55
13719,15,11,2815.25
13720,116,4,799.9
13721,36,2,741.54
13722,120,11,5635.41
13723,217,6,1209.2
13724,637,1,213.01
13725,49,11,1980.56
13726,38,2,1079.66
13727,28,9,1080.05
13728,36,16,2855.17
13729,435,5,724.73
13730,135,2,752.6
13731,219,2,610.59
13732,28,1,491.86
13733,410,3,487.03
13734,508,6,6701.64
13735,24,22,9813.22
13736,5,12,2766.21
13737,200,1,339.6
13738,396,1,440.93
13739,18,2,292.2
13740,240,5,1597.77
13741,71,4,668.43
13742,16,14,3131.02
13743,2,8,1341.6
13744,95,2,1156.36
13745,151,4,777.36
13746,413,1,176.69
13747,373,2,249.4
13748,95,9,2268.35
13749,701,1,0.0
13750,53,13,3602.18
13751,288,1,296.25
13752,124,7,1590.73
13753,287,4,2094.57
13754,151,3,447.05
13755,3,10,2161.35
13756,2,25,9207.5
13757,674,1,195.55
13758,11,19,9416.98
13759,33,2,659.41
13760,54,6,1363.64
13761,50,6,1952.17
13762,204,6,2472.48
13763,63,6,5217.44
13764,70,6,2953.26
13765,653,1,352.82
13766,495,1,190.35
13767,2,96,35540.53
13768,563,8,875.97
13769,2,29,5800.42
13770,422,4,785.37
13771,64,10,5728.82
13772,33,9,3114.22
13773,396,2,301.54
13774,81,1,345.0
13775,590,1,1049.66
13776,428,8,623.98
13777,0,73,56478.42
13778,103,5,1124.49
13779,515,1,161.13
13780,7,3,735.82
13781,250,4,778.83
13782,12,14,1793.72
13783,487,4,1542.09
13784,9,15,2910.23
13785,428,4,542.49
13786,367,8,3358.94
13787,75,9,1222.5
13788,505,1,3.75
13789,388,1,239.46
13790,4,1,348.8
13791,43,3,1516.0
13792,66,3,383.95
13793,646,1,96.0
13794,546,1,126.03
13795,388,4,836.3
13796,499,1,289.7
13797,436,4,1179.45
13798,1,125,75836.87
13799,116,13,2803.57
13800,309,3,1679.56
13801,66,1,324.8
13802,138,24,26259.11
13803,255,4,1338.91
13804,30,9,3208.52
13805,52,2,924.6
13806,63,1,256.38
13807,367,4,534.8
13808,5,5,1747.66
13809,305,3,679.7
13810,28,4,1499.01
13811,183,4,814.5
13812,42,3,539.0
13813,39,12,2765.47
13814,56,5,2257.32
13815,22,10,7475.74
13816,23,4,571.67
13817,29,2,382.98
13818,429,1,61.28
13819,301,7,2642.35
13820,418,5,660.65
13821,144,7,1410.73
13822,5,2,632.0
13823,18,8,3403.45
13824,32,14,3314.76
13825,621,2,255.59
13826,158,2,189.5
13827,57,3,412.05
13828,22,1,209.49
13829,359,2,102.0
13830,574,2,156.85
13831,16,20,7023.58
13832,17,3,613.69
13833,159,2,701.36
13834,576,3,324.19
13835,25,8,1095.27
13836,399,3,620.37
13837,211,2,271.24
13838,5,10,1966.09
13839,486,1,139.95
13840,416,1,651.4
13841,252,1,85.0
13842,58,19,5629.91
13843,381,1,319.75
13844,11,1,361.62
13845,64,1,312.98
13846,24,5,1307.79
13847,719,1,310.72
13848,92,8,3335.0
13849,51,6,3469.3
13850,88,2,1595.48
13851,95,9,4606.46
13852,606,2,187.35
13853,8,2,1090.14
13854,8,45,12253.96
13855,500,5,1310.34
13856,168,15,1142.03
13857,393,7,1001.01
13858,57,1,216.17
13859,326,2,515.86
13860,1,6,1245.9
13861,429,3,273.26
13862,18,11,2556.09
13863,245,6,1239.55
13864,386,1,662.4
13865,58,4,501.56
13866,74,1,145.67
13867,31,3,1015.29
13868,7,2,3192.54
13869,123,10,8111.57
13870,2,18,5712.08
13871,22,21,7885.85
13872,513,6,919.57
13873,119,9,1038.92
13874,358,10,2049.15
13875,53,14,4814.37
13876,63,1,122.7
13877,86,5,449.68
13878,54,4,2473.06
13879,645,1,395.5
13880,21,17,4391.66
13881,3,51,45179.1
13882,2,6,1191.13
13883,1,26,6560.02
13884,7,14,1888.48
13885,189,2,506.8
13886,71,1,243.56
13887,204,1,349.55
13888,119,7,2169.05
13889,92,8,1991.23
13890,1,22,2927.38
13891,378,3,863.56
13892,26,6,1267.65
13893,297,1,821.1
13894,22,5,564.62
13895,21,8,4008.52
13896,625,1,388.55
13897,50,3,1160.72
13898,325,2,686.4
13899,16,2,388.52
13900,183,7,1610.59
13901,72,20,5676.34
13902,632,8,34095.26
13903,400,1,165.45
13904,37,2,332.64
13905,571,3,312.65
13906,409,1,42.0
13907,691,1,136.8
13908,79,5,2369.55
13909,423,2,286.6
13910,443,1,0.0
13911,57,22,4234.99
13912,423,1,124.95
13913,506,1,42.22
13914,3,3,626.45
13915,394,2,70.8
13916,463,5,1275.81
13917,49,2,272.04
13918,49,2,1212.84
13919,53,5,1360.68
13920,431,5,1774.68
13921,399,5,730.7
13922,351,5,865.2
13923,53,1,351.13
13924,1,11,1838.85
13925,36,6,678.25
13926,23,1,223.85
13927,74,3,708.26
13928,10,4,464.57
13929,169,14,3494.1
13930,57,2,337.34
13931,85,12,5257.38
13932,294,1,307.4
13933,109,2,608.79
13934,263,1,922.1
13935,596,3,6116.92
13936,171,4,939.66
13937,169,3,880.13
13938,35,1,71.66
13939,23,10,1560.96
13940,17,4,839.14
13941,21,17,11122.3
13942,534,1,320.0
13943,577,1,246.54
13944,653,1,200.43
13945,394,2,854.15
13946,79,7,1876.23
13947,65,1,90.6
13948,360,5,548.76
13949,2,6,2427.32
13950,11,5,745.06
13951,176,3,674.45
13952,211,17,12823.52
13953,7,12,6640.68
13954,1,3,439.92
13955,154,3,545.17
13956,5,5,1026.42
13957,417,3,458.25
13958,372,12,4709.23
13959,79,6,1076.18
13960,21,2,230.22
13961,385,2,538.4
13962,21,3,362.8
13963,308,18,3011.87
13964,387,3,438.9
13965,455,5,996.61
13966,435,1,390.86
13967,145,2,166.3
13968,423,1,123.66
13969,7,39,13365.87
13970,386,2,846.55
13971,8,18,4667.57
13972,70,2,190.25
13973,287,1,264.7
13974,49,4,677.72
13975,31,14,5358.84
13976,206,4,1192.36
13977,411,1,519.81
13978,14,2,196.79
13979,73,11,3416.23
13980,60,9,799.92
13981,400,2,331.14
13982,39,13,4445.59
13983,29,30,7108.45
13984,26,13,2048.6
13985,4,24,10020.86
13986,17,1,320.46
13987,379,2,682.54
13988,19,11,4757.8
13989,65,5,2026.06
13990,213,1,311.3
13991,12,7,855.97
13992,30,3,219.5
13993,32,24,6775.71
13994,3,6,2313.14
13995,15,18,3902.01
13996,386,2,895.76
13997,519,3,382.31
13998,446,3,566.7
13999,10,36,9502.26
14000,206,8,2046.34
14001,45,10,4530.09
14002,134,2,529.73
14003,732,1,209.41
14004,43,11,6258.45
14005,9,5,2874.72
14006,115,7,2196.67
14007,512,1,79.48
14008,375,2,509.04
14009,198,4,1099.91
14010,565,3,445.15
14011,480,3,457.82
14012,277,1,328.8
14013,110,6,1084.57
14014,77,3,1948.21
14015,52,1,917.34
14016,154,13,11403.41
14017,571,1,229.75
14018,645,1,367.15
14019,46,4,1421.61
14020,16,5,1249.01
14021,155,7,1716.58
14022,225,2,792.15
14023,7,2,584.07
14024,121,3,645.74
14025,464,10,4057.9
14026,470,2,713.11
14027,60,1,104.82
14028,498,5,10396.5
14029,63,2,467.66
14030,18,22,8262.29
14031,7,55,40999.17
14032,2,25,4850.27
14033,555,1,109.44
14034,22,4,651.82
14035,28,11,2856.72
14036,284,1,626.65
14037,176,7,836.95
14038,78,8,3069.88
14039,33,2,267.28
14040,40,42,12645.57
14041,266,1,141.41
14042,725,1,431.98
14043,491,3,304.25
14044,26,11,3123.1
14045,109,19,11313.03
14046,284,1,154.99
14047,8,19,4255.03
14048,277,4,748.69
14049,16,18,13239.03
14050,31,2,746.36
14051,0,42,22434.0
14052,19,2,480.81
14053,124,4,572.3
14054,65,1,92.46
14055,106,3,1520.96
14056,1,29,8214.65
14057,23,23,8408.84
14058,462,2,469.19
14059,266,1,183.6
14060,4,32,9519.08
14061,507,3,917.43
14062,9,27,25604.2
14063,430,13,22710.2
14064,29,21,3332.42
14065,389,4,891.02
14066,266,1,152.55
14067,63,2,374.7
14068,320,5,1528.37
14069,514,2,230.06
14070,684,1,326.55
14071,3,9,1438.82
14072,666,1,390.85
14073,21,2,151.04
14074,623,1,219.4
14075,4,6,1734.87
14076,129,1,122.47
14077,40,6,615.08
14078,101,9,1692.63
14079,124,2,618.73
14080,32,6,1115.68
14081,267,16,5370.1
14082,364,2,413.36
14083,4,11,1407.26
14084,512,1,150.5
14085,2,34,10104.97
14086,462,1,39.95
14087,2,5,846.22
14088,10,20,64036.8
14089,56,1,161.0
14090,324,1,76.32
14091,654,2,9530.08
14092,7,27,7229.45
14093,12,1,442.85
14094,439,2,335.22
14095,722,1,2.95
14096,4,34,65164.79
14097,481,2,422.86
14098,36,1,147.35
14099,16,22,5765.71
14100,137,1,194.9
14101,73,14,9961.93
14102,5,8,1360.28
14104,154,5,771.58
14105,85,9,5988.83
14106,737,1,214.8
14107,51,13,4877.3
14108,30,5,1044.96
14109,23,2,144.2
14110,3,35,12987.95
14111,14,5,692.85
14112,22,27,5834.59
14113,3,31,7092.61
14114,273,7,1364.09
14115,501,2,622.67
14116,19,5,1382.74
14117,143,1,90.0
14118,428,1,458.45
14119,354,3,183.37
14120,430,1,0.0
14121,3,6,2780.15
14122,394,5,362.42
14123,733,1,436.18
14124,84,1,419.58
14125,10,3,2740.43
14126,7,5,1172.46
14127,122,6,1900.08
14128,60,4,924.21
14129,1,9,2591.34
14130,319,4,1882.67
14131,648,1,187.87
14132,2,12,3586.03
14133,129,6,911.14
14134,382,15,11123.35
14135,1,25,9643.92
14136,400,7,1570.81
14137,681,2,332.7
14138,1,2,982.38
14139,46,4,1086.8
14140,3,3,935.05
14141,2,6,915.13
14142,373,4,983.15
14143,133,1,115.8
14144,486,1,30.6
14145,46,8,7600.05
14146,8,13,9450.3
14147,49,12,2590.2
14148,233,2,466.29
14149,212,3,446.62
14150,35,2,658.64
14151,673,3,679.45
14152,75,9,1997.34
14153,483,1,233.4
14154,239,10,6460.7
14155,266,1,118.75
14156,9,202,313946.37
14157,19,6,1002.78
14158,40,1,507.66
14159,19,25,7938.01
14160,610,7,8421.47
14161,215,7,3318.88
14162,173,2,289.36
14163,87,5,2594.62
14164,70,2,1631.77
14165,275,1,122.54
14166,505,2,256.85
14167,39,8,1296.49
14168,420,3,370.45
14169,430,2,624.43
14170,375,3,597.33
14171,98,2,498.79
14172,605,4,402.72
14173,10,7,586.0
14174,33,1,134.46
14175,51,17,7678.88
14176,297,6,916.01
14177,84,14,2229.34
14178,8,7,1620.93
14179,40,2,719.78
14180,10,42,6319.25
14181,410,2,310.55
14182,443,5,678.77
14183,411,2,286.29
14184,66,1,452.89
14185,331,1,197.65
14186,427,5,1550.63
14187,473,1,123.5
14188,8,10,2054.36
14189,2,25,5814.39
14190,666,1,79.9
14191,1,17,4817.66
14192,388,1,293.74
14193,67,3,1210.19
14194,4,54,18670.59
14195,201,10,2615.6
14196,106,1,335.52
14197,410,1,390.05
14198,4,13,1569.73
14199,218,6,1091.7
14200,617,1,379.2
14201,60,12,1193.54
14202,381,3,847.76
14203,397,1,339.34
14204,2,4,1062.96
14205,10,12,2414.2
14206,239,5,1185.01
14207,687,1,157.8
14208,94,2,567.05
14209,10,19,4993.27
14210,91,21,5861.52
14211,53,26,4402.29
14212,89,2,2190.14
14213,371,2,1192.2
14214,30,7,1004.38
14215,11,10,3416.33
14216,3,6,2150.04
14217,1,33,3416.89
14218,42,1,169.48
14219,4,3,633.83
14220,247,4,1515.0
14221,42,19,6517.49
14222,177,1,683.17
14223,92,4,991.13
14224,110,9,1897.9
14225,434,5,2037.02
14226,28,9,3002.53
14227,26,22,6368.71
14228,437,3,745.5
14229,51,11,2594.04
14230,435,3,979.8
14231,179,6,1235.62
14232,31,8,2048.07
14233,43,10,2904.27
14234,22,4,775.46
14235,10,10,4717.99
14236,80,7,1744.64
14237,373,3,632.14
14238,326,3,434.23
14239,43,24,4263.17
14240,30,3,1247.49
14241,183,2,333.7
14242,234,2,280.55
14243,8,23,7431.05
14244,659,2,366.42
14245,176,5,1693.45
14246,110,3,1474.06
14247,278,6,772.66
14248,318,3,1032.95
14249,410,12,5625.46
14250,7,3,1904.05
14251,1,5,2879.7
14252,381,1,350.99
14253,493,2,363.4
14254,432,1,601.03
14255,546,4,1000.63
14256,254,9,2473.99
14257,51,10,5954.45
14258,9,32,32051.34
14259,141,1,120.0
14260,471,3,824.28
14261,50,2,1163.45
14262,8,8,2618.23
14263,423,1,322.93
14264,154,8,1517.36
14265,109,4,1373.35
14266,428,1,40.56
14267,150,9,1516.24
14268,470,1,354.85
14269,435,2,295.73
14270,331,1,492.65
14271,225,2,219.13
14272,73,4,920.81
14273,51,4,559.97
14274,686,1,256.6
14275,395,6,1189.38
14276,88,13,2102.68
14277,15,14,17225.81
14278,409,1,205.83
14279,520,2,191.86
14280,196,1,134.04
14281,408,1,245.15
14282,3,26,7849.66
14283,463,4,628.44
14284,30,4,1299.65
14285,21,9,3284.42
14286,23,12,8479.76
14287,8,4,176.63
14288,212,2,426.6
14289,8,6,911.26
14290,11,14,4516.56
14291,1,25,7904.1
14292,7,27,9226.25
14293,3,10,3267.93
14294,407,1,375.34
14295,40,8,2362.91
14296,413,3,456.4
14297,17,6,1305.33
14298,3,84,91194.49
14299,8,41,14499.49
14300,18,1,43.2
14301,107,7,1992.18
14302,430,3,742.9
14303,407,2,277.94
14304,222,5,1725.01
14305,71,5,1858.96
14306,51,7,3151.4
14307,88,11,5071.03
14308,549,5,1147.02
14309,8,12,3780.81
14310,432,1,492.1
14311,225,3,516.45
14312,46,11,3090.29
14313,624,1,0.0
14314,106,3,229.8
14315,21,10,3197.82
14316,422,6,1370.34
14317,64,1,508.58
14318,460,1,158.02
14319,424,2,494.85
14320,206,7,1346.75
14321,10,8,2218.06
14322,427,6,474.1
14323,114,4,605.06
14324,409,2,701.61
14325,569,1,245.48
14326,234,4,940.98
14327,163,6,1894.93
14328,430,3,445.05
14329,8,28,9927.22
14330,623,1,200.63
14331,124,2,462.66
14332,22,5,1943.51
14333,64,2,415.2
14334,16,14,4318.48
14335,16,2,468.26
14336,16,4,1614.91
14337,731,1,0.0
14338,158,5,928.1
14339,234,5,620.27
14340,218,1,134.7
14341,45,20,4467.32
14342,21,9,918.44
14343,421,4,1088.91
14344,127,20,3333.7
14345,38,1,108.98
14346,120,5,2315.75
14347,736,1,82.6
14348,260,1,409.57
14349,10,1,133.5
14350,270,4,972.03
14351,164,1,51.0
14352,157,4,1078.96
14353,215,3,376.5
14354,5,2,163.62
14355,365,3,1014.45
14356,60,4,701.23
14357,43,1,225.77
14358,389,3,400.06
14359,19,6,912.18
14360,31,4,2128.23
14361,578,1,214.71
14362,22,1,161.2
14363,402,2,227.47
14364,108,8,3717.35
14365,394,2,634.68
14366,525,1,136.0
14367,8,19,9261.52
14368,319,1,155.0
14369,642,2,469.13
14370,450,9,1175.78
14371,295,1,100.5
14372,443,3,860.08
14373,358,1,76.55
14374,541,1,108.0
14375,185,3,1132.99
14376,683,1,215.46
14377,191,2,617.05
14378,621,1,131.25
14379,44,4,1268.91
14380,603,2,48.96
14381,52,2,631.34
14382,26,3,1246.8
14383,38,3,1247.69
14384,500,1,58.5
14385,9,3,202.11
14386,296,1,142.4
14387,32,3,1770.56
14388,8,20,6701.0
14389,8,11,1898.01
14390,10,18,6399.83
14391,576,1,135.6
14392,432,1,266.4
14393,218,1,67.95
14394,564,1,93.8
14395,2,24,8208.01
14396,65,7,2121.93
14397,0,23,2612.96
14398,401,2,707.79
14399,394,9,2113.16
14400,141,5,1732.47
14401,4,25,6795.9
14402,652,1,285.6
14403,130,9,1880.51
14404,33,15,2899.11
14405,386,1,195.0
14406,119,1,156.75
14407,107,9,2157.73
14408,10,11,4109.77
14409,71,10,3756.09
14410,15,17,2651.14
14411,310,1,1063.0
14412,35,4,1426.19
14413,362,4,770.37
14414,91,9,2399.33
14415,1,32,12091.6
14416,22,2,490.22
14417,387,1,604.2
14418,3,3,1937.25
14419,10,7,1260.91
14420,85,7,1639.17
14421,57,7,2469.37
14422,0,21,10271.52
14423,218,4,916.61
14424,17,1,322.08
14425,427,5,661.39
14426,18,27,11727.94
14427,50,4,1263.52
14428,7,7,1244.83
14429,403,1,516.28
14430,511,5,1220.9
14431,298,5,2614.2
14432,9,6,2255.51
14433,465,1,289.6
14434,21,6,1372.8
14435,501,1,90.42
14436,98,2,271.7
14437,143,7,958.84
14438,306,1,131.9
14439,319,5,9443.04
14440,8,15,6638.73
14441,0,19,4611.69
14442,1,12,5367.02
14443,53,8,2386.47
14444,456,1,132.04
14445,455,1,221.65
14446,0,5,1241.31
14447,18,6,1711.73
14448,9,2,375.35
14449,18,8,2482.8
14450,180,7,1128.44
14451,60,18,3308.77
14452,10,4,665.59
14453,190,1,119.93
14454,376,6,977.3
14455,432,5,628.21
14456,5,14,3062.4
14457,310,1,113.64
14458,380,1,237.42
14459,155,3,5375.74
14460,110,12,1093.5
14461,148,14,6713.5
14462,63,16,2270.01
14463,98,4,786.57
14464,568,2,111.0
14465,246,11,3946.03
14466,29,13,4646.9
14467,17,12,2220.99
14468,733,1,204.24
14469,416,4,2112.21
14470,11,3,712.04
14471,591,2,400.95
14472,103,9,2228.22
14473,74,2,234.34
14474,43,3,1278.08
14475,71,7,1151.15
14476,257,1,215.7
14477,19,10,1969.6
14478,382,4,1276.66
14479,253,4,1299.11
14480,11,5,1299.52
14481,164,6,2311.49
14482,18,14,4357.91
14483,149,3,257.1
14484,50,4,1070.98
14485,38,1,165.75
14486,511,2,175.5
14487,26,8,1453.61
14488,51,2,1064.28
14489,207,4,1574.93
14490,406,2,1273.47
14491,175,2,468.13
14492,430,10,1921.91
14493,7,14,5130.15
14494,25,3,401.46
14495,50,4,174.8
14496,311,10,2668.23
14497,301,3,697.06
14498,42,10,3911.27
14499,26,10,2138.97
14500,88,3,356.85
14501,64,3,251.21
14502,19,14,2470.67
14503,3,6,3543.26
14504,47,4,673.26
14505,17,27,12001.84
14506,17,7,3290.67
14507,23,14,3284.43
14508,22,6,874.94
14509,534,1,110.95
14510,375,4,1007.28
14511,11,6,1314.81
14512,187,7,1223.47
14513,100,7,788.01
14514,61,10,4598.98
14515,17,15,3749.26
14516,516,1,163.92
14517,33,2,330.45
14518,64,1,174.37
14519,683,2,206.09
14520,1,2,270.6
14521,477,2,199.45
14522,24,8,1758.62
14523,108,1,241.09
14524,31,13,2933.71
14525,8,21,8240.64
14526,389,1,262.4
14527,2,190,27792.3
14528,37,1,364.22
14529,60,3,620.04
14530,25,19,6197.4
14531,479,1,376.34
14532,236,12,3859.18
14533,24,15,3466.37
14534,2,38,6271.11
14535,59,11,6030.73
14536,259,1,171.8
14537,57,3,641.4
14538,64,5,1370.84
14539,15,2,537.48
14540,9,12,3795.34
14541,58,14,2499.68
14542,185,1,103.25
14543,3,50,14906.77
14544,24,3,2982.43
14545,674,1,349.25
14546,4,20,5197.9
14547,3,9,4007.54
14548,150,9,2627.49
14549,311,4,916.55
14550,10,4,1353.31
14551,18,9,880.04
14552,151,3,511.28
14553,19,10,1841.54
14554,10,4,2381.04
14555,57,7,2315.63
14556,596,3,835.34
14557,64,2,788.38
14558,653,5,655.5
14559,390,1,75.6
14560,7,46,6114.03
14561,75,3,1080.76
14562,3,30,6729.4
14563,509,2,679.44
14564,427,5,2605.62
14565,95,7,3859.22
14566,110,4,4092.0
14567,35,3,1530.36
14568,424,2,919.7
14569,1,4,598.98
14570,280,3,613.75
14571,425,1,161.65
14572,3,15,5615.18
14573,179,17,2621.42
14574,732,1,143.7
14575,488,1,460.71
14576,372,1,70.8
14577,12,7,1374.25
14578,3,1,168.63
14579,432,1,105.56
14580,518,1,14.85
14581,16,2,433.8
14582,40,1,114.11
14583,5,8,1781.03
14584,169,9,1747.91
14585,50,5,1143.27
14586,227,3,237.36
14587,18,10,1601.14
14588,578,1,135.39
14589,371,1,79.5
14590,424,28,3006.62
14591,15,4,1447.14
14592,35,3,570.46
14593,21,18,3712.01
14594,7,2,634.83
14595,19,8,2164.45
14596,626,1,229.47
14597,11,6,2201.54
14598,44,3,384.04
14599,390,2,474.54
14600,305,2,865.17
14601,10,1,213.96
14602,656,1,205.36
14603,274,1,660.0
14604,633,1,143.86
14605,374,4,937.16
14606,1,259,30861.06
14607,15,27,24137.63
14608,4,12,3352.94
14609,72,11,1486.2
14610,395,2,24.35
14611,439,3,604.33
14612,415,1,877.7
14613,680,1,76.32
14614,386,1,295.13
14615,394,6,951.76
14616,242,5,527.78
14617,402,2,190.47
14618,9,9,1342.32
14619,239,3,1291.24
14620,204,3,412.78
14621,1,16,3000.57
14622,184,1,320.58
14623,32,12,2059.58
14624,57,6,814.07
14625,185,18,4497.88
14626,8,15,5410.92
14627,311,3,462.75
14628,91,5,1998.0
14629,4,3,959.01
14630,484,1,338.65
14631,50,7,2025.69
14632,262,1,114.56
14633,266,1,344.9
14634,437,7,2124.46
14635,453,1,215.22
14636,36,2,609.85
14637,677,1,106.68
14638,50,1,443.6
14639,52,11,4978.96
14640,15,16,3667.06
14641,21,1,110.46
14642,58,1,96.12
14643,170,6,1679.89
14644,9,12,2247.72
14645,156,4,876.89
14646,1,163,528602.52
14647,201,2,519.97
14648,403,19,4546.86
14649,4,11,3775.31
14650,589,1,62.5
14651,67,9,2034.12
14652,77,1,114.18
14653,1,12,3614.54
14654,738,1,246.86
14655,3,12,3878.51
14656,169,5,814.65
14657,17,7,1460.87
14658,5,2,247.15
14659,8,12,2529.93
14660,86,2,285.74
14661,26,1,107.95
14662,28,7,1416.33
14663,430,2,490.6
14664,19,2,637.89
14665,60,9,2749.65
14666,24,1,195.25
14667,10,61,21927.14
14668,445,1,111.63
14669,241,7,3243.93
14670,280,3,602.0
14671,549,2,1127.45
14672,234,4,1113.14
14673,3,7,3410.81
14674,509,1,173.66
14675,16,2,1066.9
14676,31,16,8356.79
14677,592,1,184.91
14678,571,2,403.39
14679,371,5,1289.44
14680,25,87,57412.77
14681,71,6,875.15
14682,187,6,1514.81
14683,588,1,146.56
14684,25,6,1468.55
14685,576,13,4619.79
14686,414,6,885.83
14687,106,3,1402.06
14688,7,34,7713.57
14689,208,1,112.8
14690,44,5,794.33
14691,30,5,2114.33
14692,137,13,1745.09
14693,264,8,1165.36
14694,617,1,244.31
14695,519,4,1620.07
14696,4,10,2767.9
14697,218,2,188.61
14698,1,5,1250.76
14699,214,4,702.6
14700,32,5,3116.26
14701,10,18,4562.09
14702,1,32,6754.22
14703,14,1,318.17
14704,11,11,1813.57
14705,198,1,179.0
14706,618,1,390.69
14707,435,2,139.2
14708,2,6,2212.28
14709,15,27,8886.33
14710,14,13,1922.59
14711,10,12,2868.8
14712,29,4,1328.07
14713,9,25,5418.87
14714,24,7,906.24
14715,24,8,1840.45
14716,43,3,565.45
14717,733,2,81.3
14718,410,1,226.42
14719,1,6,1602.13
14720,5,3,663.81
14721,379,1,115.77
14722,147,3,513.37
14723,10,11,2093.06
14724,590,1,345.25
14725,24,5,1315.24
14726,654,1,124.75
14727,274,4,467.93
14728,413,1,190.58
14729,373,3,907.38
14730,1,8,2005.06
14731,47,3,380.02
14732,8,24,5517.07
14733,9,18,16184.97
14734,416,5,1056.42
14735,3,59,12240.16
14736,485,2,401.08
14737,3,4,3554.17
14738,39,12,1821.9
14739,2,28,12287.5
14740,191,13,4161.06
14741,11,7,1897.59
14742,435,1,579.85
14743,592,1,50.48
14744,16,17,3885.08
14745,112,17,2571.81
14746,406,4,593.5
14747,247,2,328.2
14748,29,16,3152.32
14749,479,1,310.15
14750,736,1,112.03
14751,684,2,126.45
14752,43,1,389.64
14753,87,2,869.51
14754,44,7,1550.48
14755,9,30,9972.55
14756,15,4,2653.76
14757,75,1,420.5
14758,144,7,2864.97
14759,4,3,1625.97
14760,294,2,89.2
14761,58,3,447.92
14762,263,2,417.57
14763,732,1,0.0
14764,43,2,278.3
14765,29,3,254.11
14766,8,14,6556.13
14767,474,1,382.81
14768,17,3,192.6
14769,2,21,15771.88
14770,232,9,3637.64
14771,605,3,594.62
14772,112,1,139.26
14773,588,2,140.55
14774,528,1,241.45
14775,58,3,1418.46
14776,51,19,3708.3
14777,4,4,307.56
